mean_pitch_error_semitones,std_pitch_error_semitones,mean_timing_offset_ms,std_timing_offset_ms,onset_density,tempo_variation_pct,buzz_ratio,missing_strings_ratio,extra_noise_level,mean_snr_db,attack_smoothness,sustain_consistency,pitch_accuracy,timing_accuracy,timing_stability,tempo_deviation_percent,chord_cleanliness_score,overall_score,level_class
0.42617926993860783,0.3787097635615046,-12.955960558863477,5.587316022957012,1.3623585870878938,3.566882871489274,0.011917217227089277,0.007946358793452101,0.0,18.731787368256352,0.5365439652177977,0.5125143454515855,89.69980177628742,82.05466290263213,94.40889338506112,4.327563289248951,98.56972718862175,88.77787145005257,2
0.0900039734398761,0.07585828943140012,-13.379454655509765,45.589546200482246,1.8425317628739568,0.9317777209405795,0.24947473545834428,0.02106372895936932,0.22171205707511182,37.052548027849525,0.6052923516891044,0.5760106554069158,92.80853281760727,78.89685147089082,65.57378387125196,0.33200896635383714,85.9046340553743,88.18356470364544,2
0.5376127989516143,0.38543246433881984,8.870921398296906,10.10168177870468,2.5690030689800047,2.390155658121676,0.20855021020310371,0.016918275536956087,0.15498140198056354,30.49198176684121,0.4148789983378645,0.5773439849413758,84.53978977652812,94.03776451504548,88.61882809354655,1.747392213616697,87.20344428342632,89.45461813685625,2
0.5851411790978034,0.5512595217142713,-1.132389494441636,39.63198915272248,1.5555245281972074,1.6193408416444484,0.179284553268651,0.377498450346003,0.0,39.576961212650424,0.7481319190827983,0.733190872765952,88.34523942361811,88.02102508520966,69.39168482148924,2.014570927452206,82.45347257587498,87.91127892165075,2
0.0,0.05,18.803477963904573,21.688042628867603,2.407357192022587,4.203791297212883,0.04812546865513296,0.019945550931506014,0.2093800119250656,37.536563619750765,0.685057041728785,0.6686796704045993,93.37397320920844,75.58487946298975,81.3621792847798,3.876294122604531,87.58929334260931,86.12988077546972,2
0.024455123284420455,0.05,20.145691541632655,17.60241071349552,3.3468422529134525,1.6424236523156435,0.0768768198172223,0.16207306033801694,0.1557574707390941,37.92838237999343,0.32669356517916975,0.6118910059737362,100.0,79.0783400086782,87.379106707864,2.459758420487155,87.54339032375516,90.12528877813529,2
0.3819601007918213,0.3845336676430064,17.775293633842928,28.371349743804647,1.458576210069192,5.023320827413293,0.12331587610034482,0.13421764396854177,0.13084640725068275,26.52846649414807,0.8485833320403855,0.6344674733493783,91.54744231146586,74.64651155168185,77.27580185924782,5.558257375906471,86.97477878374633,84.32929821210898,2
0.27093935191410445,0.3215328489502739,16.294814236711986,32.250536653591105,2.3348433932715684,2.5085584526756017,0.3290924808445494,0.29101545725775285,0.0,34.544247033451114,0.6147424080691007,0.5570736663984874,90.30826488885266,67.43667047577195,73.12889284739053,3.1435870553788186,75.54530341045907,80.53334036100138,2
0.3457997106239278,0.2543073005765324,40.399827688773954,25.336876244203275,3.319805387000618,1.7007925808103384,0.05506131851951857,0.010445519241438146,0.302415126846184,33.55866361656527,0.682352479247182,0.6676289283577461,89.24499987493517,58.29298933873232,78.9573797708854,2.0545671030308386,87.85797416061848,80.37068639360683,2
0.13673901810660496,0.1109864722419441,-7.21668784280795,43.83054917322726,2.1653852877089523,0.4933894753096739,0.25275272503488067,0.3277212465660231,0.015042343983630496,38.96248033365946,0.8029123344058372,0.9003788050900745,100.0,83.92482209740298,63.2347840613009,0.12475602584155615,80.69636439107536,91.26057929580729,2
